,caption,funny,somewhat_funny,unfunny,count,score,precision,rank
2829,You are so disappointing.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3216
2830,"No, Tommy. Today we're working on your fine motor skills.",1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,2915
2831,'Mama's calling',0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2918
2832,No thanks Hun. The lack of NFL has unleashed the Sisyphus in me.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2161
2833,"On second thought, I would like to switch shovels.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1022
2834,Sisyphus who!,2.0,0.0,10.0,12.0,1.3333333333333333,0.22473328748774737,1411
2835,Jack Sprat thought it was time to mix things up,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,199
2836,"See - it's not the size of the shovel, it's how well you use it.",1.0,4.0,9.0,14.0,1.4285714285714286,0.1727058642362825,2159
2837,Are you really sure you want to trade the easy job for the hard job?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2148
2838,Don't suppose you're one of those honey-eating bears...,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2146
2839,"Hey Stanley, I'm thinking that maybe we should trade shovels?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,926
2840,"Some day, you'll look back and resent me",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,89
2841,You do the grunt work. I'll do the edges.,0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,2124
2842,Size matters? Ha!,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,3121
2843,"Sometimes, size really doesn't matter.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,989
2844,you know what they say about a man with a big shovel,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2991
2845,Again Son ... it's all about perspective.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1997
2846,It's a Daddy heart attack preventer.,0.0,6.0,8.0,14.0,1.4285714285714286,0.13725270326150324,48
2847,Now you shovel the side walk.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,715
2848,Not with my bad back.,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,1713
2849,Did you find the kids yet?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,724
2850,"Listen, kid. Someone gave you a snow job.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,727
2851,"Yes, I am the guy you saw last July cutting his lawn with scissors. Why do you ask?",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,3046
2852,"""It's quite simple: Quality over Quantity.",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,956
2853,How's Freaky Friday working out for you so far?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,730
2854,O Canada,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1361
2855,"Kinda symbolic, ain't it?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1804
2856,"Son, don’t think for a minute that I haven’t learned a thing or two from my years working for the government.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1716
2857,See how easy Daddy makes it look?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1362
2858,I have no idea what you mean by 'economy of scale'.....,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1635
2859,Mine has GPS and voice guidance assistance.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1789
2860,YOU...ARE...THE 99 PERCENT!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3137
2861,"Boy, That Sriracha Ice Melt works wonders",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1755
2862,"Life ain't fair, so there!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3071
2863,Mom sent me out to tell you she lied; size DOES matter...,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,764
2864,"Away troll, I'm not throwing my back out again.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,768
2865,Never mind. I'm in no hurry.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,769
2866,Government-run snow removal.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1628
2867,"Ah, the patter of little feet around the house. There’s nothing like having a midget for a butler.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3080
2868,Let this be a lesson to you--always choose the 1% shovel.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,103
2869,See. It doesn't matter how big it is.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1852
2870,Thanks for all your help son,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1865
2871,I used to work at Ben & Jerry's,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,786
2872,Don't get too optimistic about your lemonade sales.,1.0,4.0,9.0,14.0,1.4285714285714286,0.1727058642362825,2900
2873,I really hate my job.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1996
2874,And then she has the nerve to accuse me of always taking the good pillow.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1666
2875,Kids today. They want everything right away.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,984
2876,My doctor prescribed this one.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,805
2877,"That was grandpa's, may he rest in peace.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,3085
2878,"Hey, I let you pick first.",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2992
2879,It's really about economies of scale,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,40
2880,I really don't want to go to work.,0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,1581
2881,I'll pay you double to cover the car up again.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,1325
2882,"It's not the size of the shovel that counts,It's the size behind the shovel.""",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,841
2883,i have a feeling were in michigan,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3001
2884,"Sorry, I was using it to clear my Legos.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2008
2885,My ex- was right. It does count.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1675
2886,I think the guy at the hardware store's interpretation of the democratic primary is a little crude.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,3245
2887,You'll be sorry when you're a grandfather someday...,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1331
2888,Don't forget that tonight I get the big bed with Mommy.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,971
2889,This debunks that myth…size doesn't matter.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1682
2890,Now I Know What They Mean By : Shoveling It Against The Tide !,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,1917
2891,I would swap shovels with you but my sciatica wont let me.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1400
2892,I think the Post Office screwed up on our delivery again!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1690
2893,"Hey, these aren't my glasses.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1695
2894,"First life lesson for you son. ""Size does not matter"". And if you don't believe me, ask your mom.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3100
2895,New item! At Costco.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1696
2896,"No, I don't think this is funny!",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,791
2897,"See, this little one works just fine. Now why don't you try?",1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1940
2898,"Euclid called it an extreme and mean ratio, if you remember.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2196
2899,I'm almost done!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1662
2900,"It's not the size of the shovel that counts, it's in the wrist motion.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,3179
2901,"Ned thinks to himself, if I have the right tools and cooperation we can keep this path open and safe.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,400
2902,It's not a race...Zippy!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,6
2903,It would be so nice if you weren't here.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,260
2904,"""This is part of my new exercise regimen"".",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,416
2905,"Buy your shovel for 5 bucks, kid?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2478
2906,"I strive for quality, son. Not quantity.",0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,2471
2907,I've been reading a lot of Aesop lately,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,423
2908,Objects are larger than they appear,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2456
2909,When you're married you'll understand.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,65
2910,"This is a direct result of ""outcomes to efforts"".",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,252
2911,Keep it. I'm paid by the hour.,0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,1133
2912,"Ok, Son...Daddy's turn to be middle manager.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,396
2913,The cold truth about perspective.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2430
2914,"It saves work. When I use this tiny shovel, the snow always melts before I finish the job.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2389
2915,"No Sisyphus, and I don't want to hear that kind of talk from you ever again!",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,472
2916,"Brownie, you're doing a heckuva job.",0.0,1.0,6.0,7.0,1.1428571428571428,0.1543033499620919,2376
2917,Can you finish drawing this cartoon so I can see the punchline,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,473
2918,Let's charge by the hour.,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1056
2919,No. Perspective just makes it look small.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,474
2920,"Your mother would approve, only just don't tell her.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2842
2921,Theres gotta be a Polar Bear under here somewhere.,1.0,0.0,9.0,10.0,1.2,0.19999999999999998,1178
2922,Mom wants her spoon back.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2347
2923,I'm being paid by the hour.,1.0,0.0,9.0,10.0,1.2,0.19999999999999998,1431
2924,"I'm telling you man, it's not the size of the shovel that matters...",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2342
2925,"Damn Walter, back at it again with the snow shoveling.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,540
2926,Don't you know how to use that big shovel son?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1440
2927,Mom said the walk needs to be shoveled but my doctor told me not to push heavy snow around.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,391
2928,"Stop with your lying Billy, my shovel is much huger than yours.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,386
2929,See what I can do with a little tool?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1
2930,"Son, did you ghost write the Art of the Deal?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,298
2931,But don't start thinking you're too big to fail!,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2729
2932,Linda's biggest mistake in life was reassuring her husband that size doesn't matter.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2714
2933,Take that back to your mother -- it's more fun using this one.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,308
2934,"Puh, millenials.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,287
2935,"Hey Stan, I've been meaning to ask you to join my Linkedin network?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2675
2936,"You know, son, it wasn't too long ago, that I would have needed that big shovel for a job like this. Now I can do it all with my smart phone.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,326
2937,How...how long have you been watching?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2747
2938,It's how you use the tool not the size,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2630
2939,"No, son. I use that shovel when I'm being paid by the job rather than by the hour.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1495
2940,"As I told you during our talk, size doesn't matter.",0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2758
2941,Sometimes in life son size really doesn't matter.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2602
2942,Who says that size matters,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,71
2943,I can't stay warm using the big shovel.,1.0,0.0,10.0,11.0,1.1818181818181819,0.18181818181818182,354
2944,I hear these new shovels pose less of a heart attack risk.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,3187
2945,Because anything worth having is worth working hard for it.,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,363
2946,You should see the driveway,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2770
2947,"We can use this snow day to learn more about capitalism, son.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3311
2948,"Sure, I'm a sadistic little bastard, but at least I can clear my browser history.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2554
2949,No thanks. This is the least I can do . . . and I always enjoy doing the least I can do!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2548
2950,"No matter what your mother says, size does matter.",1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,2778
2951,"OK..you win, clap and switch.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,269
2952,"Sure, heavy weights are an option but, I choose light weight and repetition!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2781
2953,That's the problem in this family. Our perspective is all messed up.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,385
2954,I was moving white off the curb like shoveling snow.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2331
2955,"Honey, we're getting paid by the hour.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2326
2956,Don't judge a shovel by its size.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,195
2957,There's an app for that?,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,2306
2958,Is that a lawn gnome or just a really small man?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2863
2959,It only looks bigger because you're so small!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2286
2960,Let me guess—you're voting for Bernie.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2287
2961,"Son, I know it takes a little longer but I find a spatula to be more precise.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2242
2962,"Big guys little spoons, little guys big spoons!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2874
2963,Mine has a smaller carbon footprint.,0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,2879
2964,"Happy ""freaky Friday"" George!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1052
2965,"No, that's the litter scoop.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,62
2966,"It is not the size thay counts, but how you use it!",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1192
2967,"You see, son, the importance of tool size is just a myth.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2881
2968,"Damn Roy, when you started shoveling the snow, you were 5ft 7 inches tall! Now look at you! I need a drink, fast!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2230
2969,That's what she said.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,535
2970,"If I made it easy for you, that would be socialism.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,1632
2971,Mac wondered if they'd had more than one child would he still be using the sand castle shovel to clear the walk.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,369
2972,... it's what you do with it.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2431
2973,"I think you are pushing the envelope on this delegation deal, Dad.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1248
2974,"I agree, Art, but the doctor said humor her, and she's still watching.",0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,2420
2975,Its not just about the size of the shovel!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2516
2976,Just follow my example and we'll be done in no time.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2157
2977,I get paid so much a shovel full....how about you,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1547
2978,Undefeated! My snow spatula once again vanquishes your snow shovel. Boo-Yah!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,683
2979,I've got your back.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1638
2980,"I told you; low weight, high reps!",0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,264
2981,It's called Crossfit.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1124
2982,"This is how the social security trust fund works boy. You put in that much, so I can keep taking out this much.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,1752
2983,My boss says I need to be more mindful.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2155
2984,"When you are my age, think what you'll be able to tell your kids you did when you were their age.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1744
2985,He with the largest shovel clears the way only for himself.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2151
2986,Again you want to trade shovels?,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,2154
2987,"""Your mother said we should be spending more time together"".",0.0,8.0,8.0,16.0,1.5,0.12909944487358055,1794
2988,"Told ya. It's not how big it is, it's how you use it.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,742
2989,"When you grow up, I promise you can use the little shovel.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2150
2990,Because sometimes it's nice NOT to use the one-size-fits-all option.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2540
2991,Well ? What's holding you up ?,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,3057
2992,""" Now you show up, where were you 11 hours ago""?",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1620
2993,"If you think that's too large,",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,131
2994,"Thanks, but this is my way of avoiding election coverage.",1.0,8.0,9.0,18.0,1.5555555555555556,0.14512159026911448,1801
2995,You could have helped.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1127
2996,Your wife also likes it bigger.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1132
2997,"I hear hot chocolate calling, son. Please tell me you hear it too.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3048
2998,"Sorry, but I need the small shovel for precision digging.",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,1510
2999,Your mother doesn't want me hurt. Only humiliated.,2.0,8.0,10.0,20.0,1.6,0.1521771820505364,2501
3000,I know what you're compensating for.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3305
3001,Do you know you're an entitled little bastard?,0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,411
3002,"Little, big. Big, little",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1788
3003,"My fitness goal is to tell my FB followers it took me 10,000 steps to dig out.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2279
3004,Life inside the snow globe had become too predictable.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2067
3005,"...And, yes, it was uphill both ways.",1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,772
3006,Need a little help?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2753
3007,"' Son, when your mother gets like that, this is how you create a little me-time.'",1.0,5.0,9.0,15.0,1.4666666666666666,0.1652319197418807,1416
3008,"No thanks, I rather savour doing it my way",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3106
3009,This is one of those Goldilocks moments.,1.0,0.0,8.0,9.0,1.2222222222222223,0.2222222222222222,205
3010,So now they're making iShovels bigger?,0.0,2.0,8.0,10.0,1.2,0.13333333333333333,803
3011,"It's not the size of the shovel, but the speed in your heave.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,931
3012,Where's your pail? I want to take a bath later.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1673
3013,No thanks--I've joined the slow movement.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,2638
3014,It's the economy stupid,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,213
3015,"It's all in the wrist, and I have the touch!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2187
3016,"There's no art in a big brush, either!",1.0,0.0,9.0,10.0,1.2,0.19999999999999998,1653
3017,"No, Son, I'm saving that shovel for the next round of the debates.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2684
3018,Just follow my lead. It's called style over substance.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2690
3019,"It's not the size of the shovel with the man, it's the size of the man with the shovel!",1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1213
3020,Don't believe women who tell you that size doesn't matter.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2891
3021,I'm tired of these kids clearing out the stores before we can even get to them. And then they can't even use what they bought.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2612
3022,The wrong eyeglasses again?,0.0,0.0,6.0,6.0,1.0,0.18257418583505536,101
3023,Mom said yours wasn't big enough. I assumed she meant the shovel.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2911
3024,I told you switching wouldn't make you any happier.,0.0,4.0,8.0,12.0,1.3333333333333333,0.14213381090374033,522
3025,"Oh, no -- that was last year; it's the neighbor's turn.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2276
3026,I'll give you mine if you give me yours.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2273
3027,This snow removal app is amazing!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1562
3028,2016: A mini-shovel-using parallel universe is saved from oblivion by the appearance of the child prophet.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1222
3029,I don't want to look like I'm overcompensating.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,373
3030,Body image issues?,1.0,0.0,9.0,10.0,1.2,0.19999999999999998,2562
3031,So old-school,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1718
3032,"""Heart-healthy California Walnuts"" to you, too!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2880
3033,Didn't I tell you on your first birthday that life wasn't fair?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3090
3034,"Where's you ox, Paul?",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2769
3035,I'd rather be grilling.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2564
3036,I'm practicing for the civil service exam.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2164
3037,Now you know what it's like to be a man.,2.0,2.0,10.0,14.0,1.4285714285714286,0.20203050891044214,1551
3038,"Repeat after me; ""Government contract!""",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,789
3039,"Go see if Mom has warmed your cocoa, and remind her I'd like my reward shaken...",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,515
3040,Would you call this the Jonas Brothers?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3101
3041,Mom's got her glasses on backwards again.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,777
3042,Shut-up! I did the walkway to the house with this.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,3042
3043,"You just have to put your back in it, son!",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2803
3044,"You know, it's not the size of your shovel that matters, it is how you use it.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2360
3045,"Remember, one small scoop at a time.",0.0,2.0,7.0,9.0,1.2222222222222223,0.1469861839480328,2295
3046,"Because when I started, all I could find was 'Malibu Barbie's beach shovel'",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,1990
3047,Can I get you an orange syrup?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1577
3048,"Too want your father to avoid a massive heart attack, don't you?",2.0,0.0,10.0,12.0,1.3333333333333333,0.22473328748774737,2841
3049,"Thanks son, that would be faster, but then Daddy would be telling fibs to his boss about not being able to get in to work all week.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2866
3050,I'm paid by the hour how about you?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1976
3051,It makes me feel closer to my ex-wife.,0.0,1.0,8.0,9.0,1.1111111111111112,0.11785113019775792,236
3052,Stop your bitching--I keep telling you that you need to lift weights at the gym,0.0,0.0,5.0,5.0,1.0,0.22360679774997896,1166
3053,"No, this doesn't mean you can trade your twin bed for my king-size bed.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,91
3054,"This is not a trick, son, I'm just in my second childhood.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1311
3055,"Next time like usual, sonny. See, here's the SCOOP: If I get home in time, the missus insists we go to the Trump rally... .",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2102
3056,Your seem quite happy with that bat!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2834
3057,My shovel's not really that small; it's just drawn that way.,1.0,2.0,9.0,12.0,1.3333333333333333,0.18802535827258876,1351
3058,I just heard spring is right around the corner.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1324
3059,You oughta be in snow business!,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2980
3060,"I told you, it's the technique that counts.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,505
3061,"Too large, too late.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3177
3062,I'm gonna miss this stuff.,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1521
3063,"Watch me carefully, son, I'm about to teach you the value of pointless toil.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,2307
3064,"No, I am not micromanaging.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2308
3065,Ladies and gentlemen the next president of the United States in Donald J. Trump,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3264
3066,Tell Mom I'll watch the debates as soon as I finish shoveling.,2.0,0.0,9.0,11.0,1.3636363636363635,0.24393468845452254,177
3067,"Hey, dad, can I have my shovel back?",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1475
3068,You said you're a big boy.,1.0,3.0,9.0,13.0,1.3846153846153846,0.18040060614705497,2963
3069,You're not getting much leverage. Grab it closer to the handle.,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,1258
3070,Still don't want to trade?,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,1277
3071,"Well, you got to use it at the beach last summer.",0.0,3.0,8.0,11.0,1.2727272727272727,0.14083575804390613,2047
3072,'Of course size matters!',0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2044
3073,"You see son, this is what balance of power means!",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2338
3074,"I suppose there was an app for that, too.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,632
3075,"Eek Gad, Junior!? You'll get a heart attack!",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2025
3076,"Get used to it, kid. This is how Social Security works.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2304
3077,"I'm going to package it up and sell it to hipsters as ""artisinal hand-shoveled"" snow.",0.0,2.0,8.0,10.0,1.2,0.13333333333333333,607
3078,"Yes, I promise to put it back in your sand box when I finish.",0.0,1.0,7.0,8.0,1.125,0.1336306209562122,477
3079,Now can Daddy have his wallet back?,0.0,1.0,7.0,8.0,1.125,0.1336306209562122,2944
3080,Stop complaining. When I was a boy I used my hands - until they amputated the right one.,1.0,1.0,9.0,11.0,1.2727272727272727,0.1949782780866111,2374
3081,You'll understand one day when YOUR mother-in-law is visiting.,2.0,3.0,10.0,15.0,1.4666666666666666,0.1918994445677132,1070
3082,"Thanks, Jimmy. I'll take it from here.",0.0,0.0,7.0,7.0,1.0,0.1543033499620919,3019
3083,Are you sure they gave us the right tools??,0.0,0.0,7.0,7.0,1.0,0.1543033499620919,2114
