caption,funny,somewhat_funny,unfunny,count,score,precision,rank,contest
I hear he works on commission.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
Cousin Leroy's love of gun barrels will be the death of him yet!,1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
A bird on a gun is better than two in a bun.,1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
"I'm not surprised, he's no Birdie Sanders.",0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
Good idea; let's all hop on that rifle barrel ...,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
"That's him, Elmers's stool pigeon.",0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
"you have to admire George,he always like to live life in the fast lane",0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
You know what they say: One on the gun is worth two of us.,1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
"He doesn't care how many of us go down, he supports the 2nd Amendment....",1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
Apostate!,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
That's a red breasted quisling.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
It's the bluebird of happiness -- trust me it won't stay.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
Probably should have told him I'm his mother...,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
Must be our lucky day.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
I always told him to be brave and follow his dreams.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
"""Shhh. It's a full-fledged male Eastern Checkered Hosap.",0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
Putting oneself on the crosshairs is sometimes the safest position.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
"NO, I said it first--Darwin Award! Darwin Award!",1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
"Well, Henry guess our necks are saved today, that's one way to use a tweeter.",1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
Would you believe he's a Bird Watcher?,1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
Oh the irony of it all.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
I think this vegan trend is finally catching on.,0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
"One pheasant says to the other pheasant whispering ""I'm gonna go out on a limb here... that looks safe to me!""",0.0,3.0,19.0,22.0,1.1363636363636365,0.0748867700952649,3351,519
"Two chirps from that war bird, and I advise we hit the dirt.",1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
I told him the gun would just get stolen.,1.0,1.0,20.0,22.0,1.1363636363636365,0.09968466614432428,3351,519
"I'd say he has a ""death wish""",0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
He used to hunt for ducks.,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
I hear he joined the NRA.,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
"That Charlie, he'll go to the john wherever he feels like, no matter what.",0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
Best D-U-C-K player I have ever seen.,1.0,1.0,21.0,23.0,1.1304347826086956,0.09543633571264536,3452,519
He never buckles up. So reckless with guns!,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
Her last perch was on a podium.,1.0,1.0,21.0,23.0,1.1304347826086956,0.09543633571264536,3452,519
Tweety always did like to live dangerously.,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
"Again, Freddy yelled ""Shotgun!"" before the others.",1.0,1.0,21.0,23.0,1.1304347826086956,0.09543633571264536,3452,519
Little smarty called shotgun.,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
"When you think about it, maybe he's not so crazy after all.",0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
See how safe guns are in the the good ole USA? I told you so!,1.0,1.0,21.0,23.0,1.1304347826086956,0.09543633571264536,3452,519
He won't find us using a stool pigeon.,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
Send him a tweet saying the hunter has him over a barrel!,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
I guess he couldn't find a duck decoy.,0.0,3.0,20.0,23.0,1.1304347826086956,0.07180198468215397,3452,519
This adds a new paradigm to the sanctuary debate.,0.0,2.0,14.0,16.0,1.125,0.08539125638299665,3467,519
Hope he's got more in that rifle than birdshot.,1.0,0.0,16.0,17.0,1.1176470588235294,0.11764705882352942,3468,519
Don't you think Tweet is taking this Second Amendment thing a bit too far?,0.0,2.0,15.0,17.0,1.1176470588235294,0.08054743492723034,3468,519
His chirp is our alert.,0.0,2.0,15.0,17.0,1.1176470588235294,0.08054743492723034,3468,519
"He's a dirty violent no good son of a bitch,but he's our dirty violent no good son of a bitch .",0.0,2.0,15.0,17.0,1.1176470588235294,0.08054743492723034,3468,519
He said he got the idea for a traveling home from that guy's RV.,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
They got him doing background checks.,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
"He is obsessed with that line from the Godfather Part II, ""Keep your friends close but your enemies closer.""",0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
"Marge, I didn't realize that natural selection took the weekends off.",0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
He insulted his mother.,1.0,0.0,17.0,18.0,1.1111111111111112,0.11111111111111112,3472,519
He must be a left winger? You think!,1.0,0.0,17.0,18.0,1.1111111111111112,0.11111111111111112,3472,519
He never forgave us when we told him that he was adopted.,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
A bird on the gun is worth two...,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
"Try new things, challenge yourself, and take control of your life!",0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
I hear tweets better check Twitter.,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
Her branch moves.,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
"When she was tweeting ""I got you babe"" it was harmless enough, but ""If I could turn back time"" will be the end of her.",0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
He's our resident canary.,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
He was never good at shooting the bird.,1.0,0.0,17.0,18.0,1.1111111111111112,0.11111111111111112,3472,519
"How does he keep passing the background checks? Wait, what background checks?",1.0,0.0,17.0,18.0,1.1111111111111112,0.11111111111111112,3472,519
"Is that the ""little birdie"" they are always talking about?",1.0,0.0,17.0,18.0,1.1111111111111112,0.11111111111111112,3472,519
"Real bird brain, ain't he? Which one? Both of 'em.",0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
We must be in 'Portlandia.',0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
The decoys are more original this year.,0.0,2.0,16.0,18.0,1.1111111111111112,0.07622159339667063,3472,519
"Obviously, Bert's running out of ideas for his suicide attempts.",1.0,0.0,17.0,18.0,1.1111111111111112,0.11111111111111112,3472,519
I esteem myself more highly than that one on a gun.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
It's the Brown-Nosed variety of the Yellow-Bellied Flycatcher.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"No worries, he's on our payroll now. He will lead him away from us!",1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
'If only he knew......',0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"You can shoot now, Harvey, they aren't suspecting it.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"It makes sense. The old guy can't afford a real scope, and Fred hates ducks.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Tell me again, what's the difference between commenselism and amensalism?",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I've got $20 on Fred.,1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
"Okay, your affair with that parakeet has its benefits.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"I agree, a bird in hand is worth two in the bush.",1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
He's obsessed with that movie 'Dr. Strangelove',0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Yeah, I guess it could be Storkholm's, but she looks more like a duck, no?",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Thank goodness for the bluebird of safety.,1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
That's how we put a bird on it.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Don't blame the dove, it's the economy. He hasn't had work since Woodstock.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
That still doesn't make you a Cuckoo bird!,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Must be a right-wing.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Don't worry, Daisy! Fear Exposure Therapy has been proven to work.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
This life is for the birds.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I thought they cut Rifle Barrel Balance Beam from The Bird Olympics.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
He only hunts Wabbits,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
What a suck-up!,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"'Look, they're not speaking! She's giving him the cold tail feather.""",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Now do you believe me when I told Burt was pretty clueless?,1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
He's gun-shy. That's his new therapist.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"A yellow-bellied stool pigeon, if I'm not mistaken.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Did you hear? Blue hired that hunter for a song!,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
The hunt is rifling my feathers.,1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
Uh oh...Tweddy's turned into the wind and you know what that means.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Son of a gun!,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
He is blinded by the camouflage.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I think he's technically still worth two of us.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I guess Frankie IS a big shot now.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"You're right, they're both clueless.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Vilma, don't worry, our boy just likes making fun of these humans. He is warning our neighbors that humans with sticks on their shoulders could potentially hurt themselves.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I TOLD her not to up with that on-line dating service.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Well, SO FAR he's kept his supporter under control",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"I refuse to be his dinner! When Junior signals 'all clear,' grab his gun and shoot the old foggy dead!",1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
There goes Tweety taunting the tourists again.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
He will grow out of the rebellion soon.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"i am not sure which one is more clueless, either way they look relaxed and are enjoying the day.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Fred is going to get in trouble trying to hook up with that decoy."" "" Yea. Let's stay and watch.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
A bird on a gun is worth two in a bush.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
aa,1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
That looks to me like deconstructed birdshot.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Be assured: we will get a bang out of this!!!,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Josh needs to check his nongame privilege.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
She thinks she's the decoy's girl friend.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I'm not going for that jailbait!,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
He's hiding in plain sight.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"It likes guns, so it must be a Bernie Bird.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
He'd better not sing like a canary.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I hope Uncle Eddy feels better about his manhood.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Larry's the best dog bird around.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
One on a barrel is worth two in the bush.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"If that's what belongs to the NRA, not to be concerned.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
The skinny ones have it so easy.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
Junior is taking bird dog to a new level.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Yeah, right, a bird on the barrel beats two in the bush—but doesn’t that guy look like Mark Twain?",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
My sense of worth is halved every time I see him.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"He makes a pretty good mole, for a bird.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
He always tries to be the oddball.,1.0,0.0,18.0,19.0,1.1052631578947372,0.10526315789473686,3492,519
"It's like my grandpappy used to say.....""a bird on the rifle is worth two on the branch!""",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
What a bird brain that guy has.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"He really goes on a limb, doesn't he?",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"And they disparage us as ""bird brains.""",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
She looks single -- care to be my wingman?,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Too soon the companion, too late the target.",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"Do you think hunters fear inner ear problems, and thus, the flaps?",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
All Right !!! Rusty's In The Club!,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"You can call me crazy all you want, but this is the one place I CAN'T get shot, so...",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
I hope he's there to warn us.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
It's Elmer and he's a pacifist.,0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"You can tell it's a South Korean Warbler. They always look north.""",0.0,2.0,17.0,19.0,1.1052631578947372,0.07233518641434494,3492,519
"As my Dad always said, ""A Mate's Never Won on a Registered Gun""",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
He fell out of the nest.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
One in the hand is worth two in the bush.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
A bird on the gun is better than two in the bush.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Finch's friend is off to kill a mockingbird.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
They appointed him 'bird protector' for our forest!,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
Sometimes you need a better outlook to live a better life.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"You know, he has been incorrigible ever since we let him hang with those showoff eagles up the tree.",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
"Oh, don't be chicken!",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Talk about a lame duck,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Do you think he's going to break out a spontaneous rendition of Purple Rain?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Relax. He only gets two shots to make birdie.,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
Let's call them Hillary and Donald,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"That's not Jerry, is it? Actually, yeah. I think that is Jerry.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Should I tell him or should you?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
He must be related to Bernie Sanders.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I dunno. Must have something to do with Trump.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"PSYCHO BIRD POOPS ON HUNTER PRANK!!!! - 1 month ago • 10,000,000 views PLEASE SUBSCRIBE TO MY CHANNEL",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
What an egghead.,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
"Hold your horses, I saw her first.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"He's nuts!"" ""I guess he really is qualified to run for POTUS.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I'm afraid that Jim has grown tired of seed.,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
Cuckold!,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
How can you Trump that?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"That way, when he tweets, he can see who his followers are.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"I guess it's better than a hunting dog, but still...",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
She always did try to lord her position over everyone.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
He calls himself: Jack Sparrow.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"""Gee Marilyn isn't it lovely out during rabbit season!",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I've told him more than once--ever since we moved to Wyoming his go-to strategy no longer qualifies as foolproof.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
That's feeding the hand that bites you!,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"I don't understand the appeal, but it's her life.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
That's the bravest form of protest.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Penny for your thoughts.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Isn't that your nephew.....the lazy one who he hates to flap his wings!,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
hunter and the hunted can get along,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
Miranda always had a thing for old coots.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I don't think Edward is clear on the concept of bird hunting.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Thinks he's safe, but never saw Dick Cheney hunt.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Don't fall for it, he's coming for us!",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Looks like two twits!,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
We needed a way to continue natural selection,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Now that takes balls, great big, tiny bird balls.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Say what you like, but he really puts his money where his mouth is when it comes to Second Amendment rights.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Look, it's a bird's eye view of the NRA",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Don’s strong sense of opportunism allows him to overcome his small talons and ride that gun barrel to his destination.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"You had to tell her that we left her everything in our will!""",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Harold never was too 'fly.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Her song is beautiful enough to soothe the savage breast.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"It's a gun, fly away! Haven't u learned anything from watching bambi",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"It's only temporary. Hallelujah bye and bye, he'll fly away.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Arms dealer? Nice job, if you can get it.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Why does our son have to act so wild?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"""Gotta love those ""Make Squabs Not War"" guys.",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
I think our net worth has just been greatly diminished.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I can see you didn't tell him about the downside of the birds and the bees,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I never trusted Henry.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"He's been coming here for years, never fired a shot. He is not a very good NRA member in my opinion.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
No one that I know considers Mr. WInslow a threat,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
One bad tweet and it's all over.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
He must be from Portland.,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
Witness our son's coming of age,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"What do you think Mabel, Darwin award winner or mate?",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
When did you first suspect that Tweety was a stool pigeon?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Didn't I read we are now an endangered species?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Well, that gun has basically become an extension of his hand.",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
"We're about to see if ,""A bird in the hand is worth two in the bush.""",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I thought you told him not to play chicken,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Must be that Vermonter.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Now is not the time to feed Junior!,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"It will be just like Cyrano, I'll whistle and you fly out.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Remember when the species barrier was inviolable?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
She's a firm believer in gun patrol.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
It's part of the initiation.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Tweet!,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Now, if that ain't the ultimate tweet!",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Bird in the bush 1: Wait...shouldn't that bird be in his hand??? Bird in the bush 2: WAIT a MINUTE...that's a decoy !!!!!,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Stay alert - technically, he's not 'in hand.'",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
He's safe. There is no app yet.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Pamina thinks she's so hot 'cause Herr Mozart takes her everywhere.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"That's Doug. You know, ""from his cold dead talons"" Doug.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Jr. has really taken to hunting.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"…so I told Jerry, ‘That’s Bernie Sanders!’",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
I guess a bird in the hand is really worth more than two in the bush.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Think he'll regret calling ""Shotgun!""?",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
He'll need more than one gun to kill the two of us!,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
I think his plan is to build a nest out of the mustache.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Looks like Bob White is now Peep the sight.,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
He's dumber than Elmer Fudd.,1.0,0.0,19.0,20.0,1.1,0.1,3566,519
"The hunter's looking to find birds to kill, and we're the ones with the ""bird brains.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
He thinks he's a bird colonel.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
He must be an animal rights hunter.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Hey Tweety - Tweet This !,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"We may have to re-evalutate this ""two-in-the bush"" approach.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Oh look, Walter launched his manned satellite branch.",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
Know thy enemy. Shi. No Tzu.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Her parents think she is some kind of genius.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Polly's decided to seek re-election, I see.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"""I hear she left a bald eagle for him"".",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
So a little birdie told him so.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
See - feeling disenfranchised can make one a traitor,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"i guess that's what they call a ""peep sight"".",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
Are you going to tweet him or shall I?,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
I guess you're not being paranoid; he IS targeting us specifically.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
We're a little more gun-shy.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
They met when he was skydiving over Yellowstone. They share a love of danger.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
he's never just one in the hand or two in the bush.,0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"Once he finds bird crap on his rifle, he'll be so angry he won't be able to shoot straight.",0.0,2.0,18.0,20.0,1.1,0.06882472016116854,3566,519
"I've heard of ""a bird in hand,"" but this is ridiculous.",1.0,0.0,19.0,20.0,1.1,0.1,3566,519
